INSTNM,CITY,STABBR,ZIP,LATITUDE,LONGITUDE,SAT_AVG,SAT_AVG_ALL
Rosemont College,Rosemont,PA,19010-1699,40.033417,-75.32925,993,993
Saint Francis University,Loretto,PA,15940,40.506734,-78.63904,1147,1147
Saint Joseph's University,Philadelphia,PA,19131-1395,39.994442,-75.238343,1209,1209
Saint Vincent College,Latrobe,PA,15650-2690,40.29265,-79.403762,1122,1122
Saint Vincent Seminary,Latrobe,PA,15650-2690,40.29265,-79.403762,NULL,1122
University of Scranton,Scranton,PA,18510-4699,41.406556,-75.656915,1198,1198
Shippensburg University of Pennsylvania,Shippensburg,PA,17257-2299,40.057933,-77.522335,1049,1049
Slippery Rock University of Pennsylvania,Slippery Rock,PA,16057-1383,41.062719,-80.045965,1081,1081
Swarthmore College,Swarthmore,PA,19081,39.905159,-75.354278,1473,1473
Thiel College,Greenville,PA,16125-2181,41.41354,-80.384383,1012,1012
Ursinus College,Collegeville,PA,19426-1000,40.193023,-75.456505,1234,1234
Villanova University,Villanova,PA,19085-1699,40.039388,-75.345457,1409,1409
Waynesburg University,Waynesburg,PA,15370-1257,39.899871,-80.186205,1065,1065
West Chester University of Pennsylvania,West Chester,PA,19383,39.953398,-75.59812,1131,1131
Westminster College,New Wilmington,PA,16172,41.119272,-80.331017,1124,1124
Widener University,Chester,PA,19013-5792,39.861689,-75.355363,1104,1104
Wilkes University,Wilkes-Barre,PA,18766,41.244199,-75.890262,1137,1137
Wilson College,Chambersburg,PA,17201-1285,39.949659,-77.650712,1032,1032
York College of Pennsylvania,York,PA,17403-3651,39.94614,-76.727984,1101,1101
Brown University,Providence,RI,2912,41.82617,-71.40385,1494,1494
Providence College,Providence,RI,02918-0001,41.842742,-71.437446,1274,1274
Rhode Island College,Providence,RI,2908,41.842415,-71.46556,984,984
University of Rhode Island,Kingston,RI,2881,41.484691,-71.527356,1152,1152
Rhode Island School of Design,Providence,RI,02903-2784,41.825935,-71.407692,1276,1276
Anderson University,Anderson,SC,29621-4035,34.5152,-82.640358,1149,1149
Charleston Southern University,Charleston,SC,29406-9121,32.983047,-80.072587,1061,1061
Bob Jones University,Greenville,SC,29614-0001,34.874016,-82.365838,1146,1146
College of Charleston,Charleston,SC,29424-0001,32.784225,-79.939794,1176,1176
Citadel Military College of South Carolina,Charleston,SC,29409,32.797183,-79.958775,1123,1123
Claflin University,Orangeburg,SC,29115-4498,33.498444,-80.854319,958,958
Clemson University,Clemson,SC,29634,34.679381,-82.835114,1338,1338
Coker College,Hartsville,SC,29550,34.37696,-80.070416,999,999
Columbia International University,Columbia,SC,29203-1513,34.07551,-81.07443,1008,1008
Columbia College,Columbia,SC,29203,34.045581,-81.029967,1009,1009
Converse College,Spartanburg,SC,29302-0006,34.955534,-81.917881,1112,1112
Erskine College,Due West,SC,29639,34.332087,-82.39095,1061,1061
Francis Marion University,Florence,SC,29506,34.189777,-79.652854,1003,1003
Furman,Greenville,SC,29613-6162,34.924676,-82.440458,1319,1319
Lander University,Greenwood,SC,29649-2099,34.199892,-82.164736,1022,1022
Limestone College,Gaffney,SC,29340-3799,35.057076,-81.649161,1019,1019
Newberry College,Newberry,SC,29108,34.285868,-81.619777,1017,1017
North Greenville University,Tigerville,SC,29688-1892,35.069758,-82.37026,1136,1136
Presbyterian College,Clinton,SC,29325,34.465834,-81.87448,1159,1159
University of South Carolina-Aiken,Aiken,SC,29801,33.572704,-81.767612,1033,1033
University of South Carolina-Beaufort,Bluffton,SC,29909,32.303308,-80.973595,1010,1010
University of South Carolina-Columbia,Columbia,SC,29208,33.996788,-81.026935,1282,1266
University of South Carolina-Lancaster,Lancaster,SC,29720-0889,34.736282,-80.787069,991,1266
University of South Carolina-Salkehatchie,Allendale,SC,29810-0617,33.014312,-81.301838,875,875
University of South Carolina-Sumter,Sumter,SC,29150-2498,33.934698,-80.373459,984,984
University of South Carolina-Union,Union,SC,29379-0729,34.717771,-81.621042,887,887
Coastal Carolina University,Conway,SC,29526,33.794995,-79.011767,1089,1089
South Carolina State University,Orangeburg,SC,29117-0001,33.497968,-80.848722,898,898
University of South Carolina-Upstate,Spartanburg,SC,29303-4999,34.996403,-81.970583,1010,1010
Spartanburg Methodist College,Spartanburg,SC,29301-5899,34.955117,-81.970863,919,919
Winthrop University,Rock Hill,SC,29733,34.941515,-81.031404,1101,1101
Wofford College,Spartanburg,SC,29303-3663,34.959411,-81.933568,1312,1312
Augustana University,Sioux Falls,SD,57197-0001,43.525148,-96.736975,1245,1245
Black Hills State University,Spearfish,SD,57799-9500,44.494889,-103.870966,1065,1065
Dakota State University,Madison,SD,57042-1799,44.013014,-97.113358,1123,1123
Dakota Wesleyan University,Mitchell,SD,57301-4398,43.697432,-98.031188,1096,1096
Mount Marty College,Yankton,SD,57078-3724,42.874475,-97.409904,1085,1085
Northern State University,Aberdeen,SD,57401-7198,45.450829,-98.484728,1083,1083
Presentation College,Aberdeen,SD,57401-1280,45.483339,-98.49129,1019,1019
South Dakota School of Mines and Technology,Rapid City,SD,57701-3995,44.075439,-103.205753,1267,1267
South Dakota State University,Brookings,SD,57007-1898,44.317485,-96.782139,1144,1144
University of Sioux Falls,Sioux Falls,SD,57105-1699,43.531574,-96.738229,1124,1124
University of South Dakota,Vermillion,SD,57069-2390,42.786019,-96.925283,1125,1125
Austin Peay State University,Clarksville,TN,37044,36.533319,-87.354081,1085,1085
Baptist Memorial College of Health Sciences,Memphis,TN,38104,35.138415,-90.027501,1155,1155
Belmont University,Nashville,TN,37212-3757,36.135589,-86.794807,1256,1256
Bethel University,McKenzie,TN,38201,36.137848,-88.516762,970,970
Bryan College-Dayton,Dayton,TN,37321,35.497209,-84.999552,1137,1137
Carson-Newman University,Jefferson City,TN,37760,36.122934,-83.491709,1130,1130
Christian Brothers University,Memphis,TN,38104,35.127437,-89.983241,1180,1180
Cumberland University,Lebanon,TN,37087,36.204514,-86.298782,1066,1066
Lipscomb University,Nashville,TN,37204-3951,36.106253,-86.799791,1239,1239
East Tennessee State University,Johnson City,TN,37614,36.301643,-82.366954,1122,1122
Fisk University,Nashville,TN,37208-4501,36.167087,-86.804805,1014,1014
Freed-Hardeman University,Henderson,TN,38340-2399,35.440611,-88.637964,1208,1208
Hiwassee College,Madisonville,TN,37354-4001,35.558912,-84.364117,970,970
Johnson University,Knoxville,TN,37998,35.937193,-83.750273,1107,1073
King University,Bristol,TN,37620-2699,36.585309,-82.159421,1084,1084
Lane College,Jackson,TN,38301-4598,35.627378,-88.806535,845,845
Le Moyne-Owen College,Memphis,TN,38126-6595,35.118641,-90.034101,845,845
Lee University,Cleveland,TN,37311,35.166019,-84.871399,1176,1176
Lincoln Memorial University,Harrogate,TN,37752-9900,36.578508,-83.660198,1098,1098
Martin Methodist College,Pulaski,TN,38478-2799,35.201019,-87.035661,1045,1045
Maryville College,Maryville,TN,37804-5907,35.751505,-83.964223,1138,1138
Memphis College of Art,Memphis,TN,38104-2764,35.145929,-89.993761,1125,1125
University of Memphis,Memphis,TN,38152,35.118878,-89.938068,1106,1106
Middle Tennessee State University,Murfreesboro,TN,37132,35.848005,-86.360618,1124,1124
O'More College of Design,Franklin,TN,37064,35.920227,-86.868319,1030,1030
Rhodes College,Memphis,TN,38112-1690,35.154405,-89.990803,1362,1362
Tennessee Wesleyan University,Athens,TN,37303,35.446331,-84.592728,1059,1059
The University of Tennessee-Chattanooga,Chattanooga,TN,37403-2598,35.047519,-85.300247,1164,1164
The University of Tennessee-Knoxville,Knoxville,TN,37996,35.952082,-83.925852,1280,1280
The University of Tennessee-Martin,Martin,TN,38238,36.340338,-88.864211,1125,1125
Tennessee Technological University,Cookeville,TN,38505-0001,36.174754,-85.504039,1192,1192
Trevecca Nazarene University,Nashville,TN,37210,36.141324,-86.754238,1121,1121
Tusculum University,Greeneville,TN,37743,36.172435,-82.760818,1029,1029
Union University,Jackson,TN,38305-3697,35.676896,-88.858524,1243,1243
Vanderbilt University,Nashville,TN,37240,36.14659,-86.803369,1515,1515
Abilene Christian University,Abilene,TX,79699,32.468943,-99.709797,1145,1145
Angelo State University,San Angelo,TX,76909,31.440914,-100.465051,1003,1003
Austin College,Sherman,TX,75090-4400,33.646345,-96.596331,1255,1255
Baylor University,Waco,TX,76798,31.546872,-97.121041,1320,1320
Concordia University Texas,Austin,TX,78726,30.420232,-97.835703,1063,1063
Texas A & M University-Corpus Christi,Corpus Christi,TX,78412-5503,27.713723,-97.32395,983,983
Dallas Baptist University,Dallas,TX,75211-9299,32.710017,-96.947006,1122,1122
Dallas Christian College,Dallas,TX,75234-7299,32.913692,-96.887117,1026,1026
University of Dallas,Irving,TX,75062-4736,32.846221,-96.919512,1278,1278
East Texas Baptist University,Marshall,TX,75670-1498,32.557847,-94.374488,1045,1045
Texas A&M University-Texarkana,Texarkana,TX,75503,33.490482,-94.103617,1071,1071
Texas A & M University-Commerce,Commerce,TX,75428-3011,33.243745,-95.908451,1050,1050
Hardin-Simmons University,Abilene,TX,79698-0001,32.476434,-99.73564,1074,1074
Houston Baptist University,Houston,TX,77074-3298,29.693819,-95.515954,1114,1114
University of Houston-Clear Lake,Houston,TX,77058-1002,29.582523,-95.098129,1119,1119
University of Houston-Downtown,Houston,TX,77002-1014,29.7661,-95.359338,997,997
University of Houston,Houston,TX,77204-2018,29.720393,-95.343537,1202,1202
Howard Payne University,Brownwood,TX,76801-2794,31.716467,-98.985204,1036,1036
Huston-Tillotson University,Austin,TX,78702-2795,30.264667,-97.721691,947,947
University of the Incarnate Word,San Antonio,TX,78209,29.46708,-98.46583,1028,1028
Lamar University,Beaumont,TX,77705,30.042738,-94.072244,1045,1045
Texas A & M International University,Laredo,TX,78041-1900,27.571172,-99.436043,996,996
LeTourneau University,Longview,TX,75602,32.46632,-94.726394,1190,1190
Lubbock Christian University,Lubbock,TX,79407-2099,33.575973,-101.934426,1091,1091
University of Mary Hardin-Baylor,Belton,TX,76513-2599,31.066793,-97.463471,1108,1108
McMurry University,Abilene,TX,79697,32.429776,-99.748682,1015,1015
Midwestern State University,Wichita Falls,TX,76308-2099,33.874809,-98.519386,1034,1034
University of North Texas,Denton,TX,76203-1277,33.211178,-97.148422,1167,1167
Our Lady of the Lake University,San Antonio,TX,78207-4689,29.426194,-98.54365,1000,1000
The University of Texas Rio Grande Valley,Edinburg,TX,78539-2999,26.306759,-98.173567,1020,1020
Paul Quinn College,Dallas,TX,75241,32.678837,-96.755778,843,843
Prairie View A & M University,Prairie View,TX,77446,30.092425,-95.989475,956,956
Rice University,Houston,TX,77005-1827,29.717897,-95.402035,1535,1535
Saint Edward's University,Austin,TX,78704-6489,30.229618,-97.754998,1186,1186
University of St Thomas,Houston,TX,77006-4696,29.736438,-95.393102,1160,1160
Sam Houston State University,Huntsville,TX,77340,30.714738,-95.546205,1068,1068
Schreiner University,Kerrville,TX,78028-5697,30.031458,-99.130586,1062,1062
St. Mary's University,San Antonio,TX,78228,29.453244,-98.562778,1139,1139
Southern Methodist University,Dallas,TX,75275-0221,32.843612,-96.783365,1382,1382
Southwestern Assemblies of God University,Waxahachie,TX,75165,32.40443,-96.853492,1021,1021
Southwestern University,Georgetown,TX,78626,30.634341,-97.665738,1230,1230
Stephen F Austin State University,Nacogdoches,TX,75961,31.621056,-94.64908,1077,1077
Texas State University,San Marcos,TX,78666,29.888885,-97.943029,1121,1121
Southwestern Adventist University,Keene,TX,76059,32.397617,-97.32702,1040,1040
Sul Ross State University,Alpine,TX,79832,30.363139,-103.651469,946,946
Tarleton State University,Stephenville,TX,76401-0000,32.214988,-98.214866,1042,1042
Texas A & M University-Kingsville,Kingsville,TX,78363,27.525168,-97.882387,1021,1021
Texas A & M University-College Station,College Station,TX,77843-1248,30.618726,-96.336475,1277,1277
The University of Texas at Arlington,Arlington,TX,76013,32.729718,-97.11296,1163,1163
The University of Texas at Austin,Austin,TX,78712,30.282825,-97.738273,1359,1359
The University of Texas at Dallas,Richardson,TX,75080-3021,32.984673,-96.749702,1340,1340
The University of Texas at El Paso,El Paso,TX,79968-0691,31.77015,-106.504098,1011,1011
The University of Texas at Tyler,Tyler,TX,75799-6699,32.315772,-95.254337,1160,1160
Texas Christian University,Fort Worth,TX,76129,32.70961,-97.364758,1285,1285
Texas Lutheran University,Seguin,TX,78155-5999,29.573261,-97.982669,1068,1068
The University of Texas of the Permian Basin,Odessa,TX,79762-0001,31.889509,-102.329634,1025,1025
The University of Texas at San Antonio,San Antonio,TX,78249-1644,29.583709,-98.620657,1122,1122
Texas Southern University,Houston,TX,77004,29.721046,-95.361113,846,846
Texas Tech University,Lubbock,TX,79409-5005,33.583448,-101.874783,1176,1176
Texas Wesleyan University,Fort Worth,TX,76105-1536,32.732962,-97.279613,1049,1049
Texas Woman's University,Denton,TX,76204,33.226211,-97.127842,1002,1002
Trinity University,San Antonio,TX,78212-7200,29.462682,-98.48186,1353,1353
Wayland Baptist University,Plainview,TX,79072,34.187677,-101.730042,1009,1009
West Texas A & M University,Canyon,TX,79016-0001,34.982789,-101.914736,1069,1069
Brigham Young University-Provo,Provo,UT,84602,40.250851,-111.649281,1364,1364
Brigham Young University-Hawaii,Laie,HI,96762-1294,21.642074,-157.926586,1182,1182
Southern Utah University,Cedar City,UT,84720,37.674617,-113.070146,1156,1156
Utah State University,Logan,UT,84322-1400,41.740748,-111.81391,1177,1177
University of Utah,Salt Lake City,UT,84112-9008,40.762484,-111.846044,1234,1234
Westminster College,Salt Lake City,UT,84105,40.730779,-111.855757,1187,1187
Castleton University,Castleton,VT,5735,43.608397,-73.180842,1025,1025
Champlain College,Burlington,VT,5401,44.473287,-73.202746,1210,1210
Northern Vermont University,Johnson,VT,05656-9464,44.641736,-72.671154,1022,1022
Lyndon State College,Lyndonville,VT,05851-0919,44.534525,-72.024955,1034,1034
Middlebury College,Middlebury,VT,5753,44.009117,-73.176068,1446,1446
College of St Joseph,Rutland,VT,05701-3899,43.600507,-73.000848,1003,1003
University of Vermont,Burlington,VT,05405-0160,44.477325,-73.196646,1280,1280
Averett University,Danville,VA,24541,36.577287,-79.413203,959,959
Bluefield College,Bluefield,VA,24605,37.244557,-81.246233,986,986
Bridgewater College,Bridgewater,VA,22812-1599,38.378484,-78.969007,1073,1073
College of William and Mary,Williamsburg,VA,23187-8795,37.269489,-76.708214,1406,1406
Regent University,Virginia Beach,VA,23464,36.801173,-76.194627,1081,1081
Jefferson College of Health Sciences,Roanoke,VA,24013,37.265985,-79.939574,1058,1058
Emory & Henry College,Emory,VA,24327-0947,36.772857,-81.829142,1089,1089
Eastern Mennonite University,Harrisonburg,VA,22802-2462,38.471134,-78.880326,1102,1102
Ferrum College,Ferrum,VA,24088-9000,36.926912,-80.021639,962,962
George Mason University,Fairfax,VA,22030-4444,38.829976,-77.307428,1210,1210
Hampden-Sydney College,Hampden-Sydney,VA,23943-0128,37.240615,-78.464216,1165,1165
Hampton University,Hampton,VA,23668-0099,37.019944,-76.339161,1083,1083
Hollins University,Roanoke,VA,24020,37.354201,-79.943277,1212,1212
James Madison University,Harrisonburg,VA,22807,38.436311,-78.870484,1194,1194
Liberty University,Lynchburg,VA,24515,37.350232,-79.18222,1157,1157
Longwood University,Farmville,VA,23909,37.301137,-78.39575,1049,1049
University of Lynchburg,Lynchburg,VA,24501-3113,37.399774,-79.181653,1089,1089
Mary Baldwin University,Staunton,VA,24401,38.153884,-79.069273,1093,1093
University of Mary Washington,Fredericksburg,VA,22401-5300,38.302492,-77.476055,1178,1178
Marymount University,Arlington,VA,22207-4299,38.905562,-77.128785,1058,1058
Norfolk State University,Norfolk,VA,23504-8000,36.848429,-76.261375,946,946
Old Dominion University,Norfolk,VA,23529,36.886418,-76.30666,1089,1089
Randolph-Macon College,Ashland,VA,23005-5505,37.76043,-77.478416,1152,1152
Randolph College,Lynchburg,VA,24503-1555,37.437315,-79.171887,1079,1079
University of Richmond,University of Richmond,VA,23173,37.577393,-77.538806,1394,1394
Roanoke College,Salem,VA,24153-3794,37.294861,-80.055467,1154,1154
Shenandoah University,Winchester,VA,22601-5195,39.167355,-78.157433,1115,1115
Southern Virginia University,Buena Vista,VA,24416,37.740368,-79.35037,992,992
Sweet Briar College,Sweet Briar,VA,24595-9998,37.556725,-79.081014,1117,1117
The University of Virginia's College at Wise,Wise,VA,24293-4400,36.970602,-82.559656,1028,1028
Virginia Polytechnic Institute and State University,Blacksburg,VA,24061-0131,37.229012,-80.423675,1284,1284
Virginia Commonwealth University,Richmond,VA,23284-2512,37.54962,-77.452697,1168,1168
University of Virginia-Main Campus,Charlottesville,VA,22903-2628,38.035665,-78.503428,1415,1415
Virginia Military Institute,Lexington,VA,24450-0304,37.7896,-79.437067,1204,1204
Virginia State University,Petersburg,VA,23806,37.234692,-77.419026,914,914
Virginia Union University,Richmond,VA,23220,37.562405,-77.450903,922,922
Virginia Wesleyan University,Virginia Beach,VA,23455,36.868417,-76.18606,1063,1063
Washington and Lee University,Lexington,VA,24450-2116,37.788939,-79.443018,1449,1449
Central Washington University,Ellensburg,WA,98926-7501,47.002687,-120.538368,1012,1012
Eastern Washington University,Cheney,WA,99004-2496,47.490667,-117.583808,995,995
The Evergreen State College,Olympia,WA,98505-0001,47.07382,-122.977492,1095,1095
Gonzaga University,Spokane,WA,99258-0001,47.666531,-117.400625,1295,1295
Northwest University,Kirkland,WA,98083-0579,47.657945,-122.192763,1122,1122
Pacific Lutheran University,Tacoma,WA,98447-0003,47.14516,-122.440421,1162,1162
Saint Martin's University,Lacey,WA,98503-7500,47.041068,-122.816354,1081,1081
Seattle Pacific University,Seattle,WA,98119-1997,47.650214,-122.361667,1173,1173
Seattle University,Seattle,WA,98122-4340,47.608859,-122.318851,1250,1250
Washington State University,Pullman,WA,99164-5910,46.730448,-117.158168,1127,1127
University of Washington-Seattle Campus,Seattle,WA,98195-4550,47.65538,-122.30514,1331,1295
Western Washington University,Bellingham,WA,98225-9008,48.737812,-122.485734,1190,1190
Whitman College,Walla Walla,WA,99362,46.069815,-118.331546,1329,1329
Whitworth University,Spokane,WA,99251,47.753358,-117.416714,1217,1217
Alderson Broaddus University,Philippi,WV,26416-2035,39.158067,-80.047728,1028,1028
Appalachian Bible College,Mount Hope,WV,25880-9557,37.853335,-81.198867,1096,1096
Bethany College,Bethany,WV,26032,40.205819,-80.560056,1012,1012
Bluefield State College,Bluefield,WV,24701,37.265732,-81.239037,994,994
University of Charleston,Charleston,WV,25304,38.333367,-81.616244,1014,1014
Concord University,Athens,WV,24712,37.423723,-81.006696,1038,1038
Davis & Elkins College,Elkins,WV,26241-3996,38.931232,-79.846022,1007,1007
Fairmont State University,Fairmont,WV,26554-2470,39.483079,-80.162433,1044,1044
Marshall University,Huntington,WV,25755,38.422482,-82.428964,1099,1099
Ohio Valley University,Vienna,WV,26105-8000,39.312447,-81.537808,1043,1043
Potomac State College of West Virginia University,Keyser,WV,26726,39.438323,-78.981441,NULL,1159
Shepherd University,Shepherdstown,WV,25443,39.433071,-77.804101,1074,1074
West Virginia State University,Institute,WV,25112-1000,38.380541,-81.765034,1007,1007
West Liberty University,West Liberty,WV,26074,40.164417,-80.602256,1024,1024
West Virginia University Institute of Technology,Beckley,WV,25801,37.775924,-81.184072,1165,1159
West Virginia Wesleyan College,Buckhannon,WV,26201-2994,38.990661,-80.218969,1091,1091
West Virginia University,Morgantown,WV,26506,39.634371,-79.954391,1159,1159
Wheeling Jesuit University,Wheeling,WV,26003,40.070873,-80.690804,1063,1063
Bellin College,Green Bay,WI,54311,44.468277,-87.921722,1195,1195
Cardinal Stritch University,Milwaukee,WI,53217-3985,43.139752,-87.909045,1044,1044
Carroll University,Waukesha,WI,53186,43.004527,-88.228114,1163,1163
Carthage College,Kenosha,WI,53140-1994,42.622969,-87.820924,1179,1179
Concordia University-Wisconsin,Mequon,WI,53097-2402,43.253387,-87.91552,1145,1130
Edgewood College,Madison,WI,53711-1997,43.057059,-89.422884,1145,1145
Lakeland University,Plymouth,WI,53073,43.841573,-87.883414,1008,1008
Lawrence University,Appleton,WI,54911,44.261323,-88.397822,1343,1343
Maranatha Baptist University,Watertown,WI,53094,43.195013,-88.737016,1132,1132
Marian University,Fond Du Lac,WI,54935-4699,43.777411,-88.420638,1010,1010
Marquette University,Milwaukee,WI,53233,43.03903,-87.927961,1262,1262
Milwaukee School of Engineering,Milwaukee,WI,53202-3109,43.045364,-87.907691,1305,1305
Mount Mary University,Milwaukee,WI,53222-4597,43.072507,-88.030732,990,990
Ripon College,Ripon,WI,54971-0248,43.844135,-88.842333,1145,1145
Saint Norbert College,De Pere,WI,54115-2099,44.44483,-88.067812,1199,1199
University of Wisconsin Colleges,Madison,WI,53708,43.068214,-89.39859,1025,1025
Viterbo University,La Crosse,WI,54601-8804,43.803133,-91.244297,1162,1162
University of Wisconsin-Whitewater,Whitewater,WI,53190-1790,42.835563,-88.742368,1105,1105
University of Wisconsin-Eau Claire,Eau Claire,WI,54701,44.798284,-91.501906,1165,1165
University of Wisconsin-Green Bay,Green Bay,WI,54311-7001,44.532298,-87.919973,1125,1125
University of Wisconsin-La Crosse,La Crosse,WI,54601-9959,43.81568,-91.23186,1185,1185
Wisconsin Lutheran College,Milwaukee,WI,53226-4699,43.036943,-88.022718,1145,1145
University of Wisconsin-Oshkosh,Oshkosh,WI,54901,44.026206,-88.549369,1105,1105
University of Wisconsin-Parkside,Kenosha,WI,53144,42.647718,-87.855231,1045,1045
University of Wisconsin-Stout,Menomonie,WI,54751,44.873187,-91.926653,1105,1105
University of Wisconsin-Superior,Superior,WI,54880-4500,46.717629,-92.091007,1045,1045
University of Wisconsin-Madison,Madison,WI,53706-1380,43.075409,-89.404098,1361,1361
University of Wisconsin-Milwaukee,Milwaukee,WI,53211,43.076848,-87.880488,1125,1125
University of Wisconsin-Platteville,Platteville,WI,53818-3099,42.733451,-90.48622,1165,1165
University of Wisconsin-River Falls,River Falls,WI,54022-5001,44.8534,-92.622641,1125,1125
University of Wisconsin-Stevens Point,Stevens Point,WI,54481-3897,44.529582,-89.570934,1125,1125
University of Wyoming,Laramie,WY,82071,41.311773,-105.57931,1195,1195
University of Puerto Rico-Aguadilla,Aguadilla,PR,00604-6150,18.498652,-67.13793,1049,1049
University of Puerto Rico-Carolina,Carolina,PR,00984-4800,18.392069,-65.990165,1021,1021
University of Puerto Rico-Cayey,Cayey,PR,00737-2230,18.11882,-66.162066,1124,1124
University of the Virgin Islands,Charlotte Amalie,VI,00802-9990,18.344193,-64.972866,913,913
Stanford University,Stanford,CA,94305,37.429434,-122.167359,1489,1489
Purdue University-Main Campus,West Lafayette,IN,47907-2040,40.428206,-86.914435,1293,1293
Georgia State University-Perimeter College,Atlanta,GA,30303-3083,33.753426,-84.385712,NULL,1128
St. John's College,Santa Fe,NM,87505-4599,35.666974,-105.912478,1283,1283
Bethel Seminary-San Diego,San Diego,CA,92115,32.765387,-117.06605,NULL,1181
New College of Florida,Sarasota,FL,34243-2109,27.384925,-82.55858,1296,1296
California State University-San Marcos,San Marcos,CA,92096-0001,33.130569,-117.159013,1041,1041
University of Washington-Bothell Campus,Bothell,WA,98011-8246,47.759773,-122.191293,1129,1295
University of Washington-Tacoma Campus,Tacoma,WA,98402-3100,47.244594,-122.438541,1083,1295
Eastern New Mexico University Ruidoso Branch Community College,Ruidoso,NM,88345,33.346376,-105.677273,NULL,984
Watkins College of Art Design & Film,Nashville,TN,37228,36.194659,-86.805888,1104,1104
Soka University of America,Aliso Viejo,CA,92656-8081,33.554546,-117.735344,1318,1318
Arizona State University-West,Glendale,AZ,85306,33.60726,-112.160021,1132,1219
California State University-Monterey Bay,Seaside,CA,93955-8001,36.652397,-121.796178,1068,1068
Trine University-Regional/Non-Traditional Campuses,Fort Wayne,IN,46825,41.172352,-85.106453,NULL,1128
Southeast Missouri Hospital College of Nursing and Health Sciences,Cape Girardeau,MO,63703-4507,37.302453,-89.54587,1105,1105
Arizona State University-Polytechnic,Mesa,AZ,85212,33.307142,-111.677225,1193,1219
Embry-Riddle Aeronautical University-Worldwide,Daytona Beach,FL,32114-3900,29.189903,-81.048367,NULL,1217
Ottawa University-Milwaukee,Brookfield,WI,53005,43.02963,-88.115185,NULL,1027
LIU Hudson at Westchester,Purchase,NY,10577,41.048648,-73.705238,NULL,1141
Florida Gulf Coast University,Fort Myers,FL,33965-6565,26.463638,-81.7726,1141,1141
University of Connecticut-Waterbury Campus,Waterbury,CT,6702,41.555617,-73.039242,1086,1249
University of Connecticut-Avery Point,Groton,CT,06340-6097,41.316419,-72.065336,1111,1249
University of Connecticut-Stamford,Stamford,CT,06901-2315,41.056081,-73.542206,1085,1249
Linfield College-School of Nursing,Portland,OR,97210-2932,45.531476,-122.697773,NULL,1126
Linfield College-Online and Continuing Education,McMinnville,OR,97128-6894,45.201148,-123.199637,NULL,1126
The King's University,Southlake,TX,76092,32.93973,-97.121526,1100,1100
Oregon State University-Cascades Campus,Bend,OR,97702,44.042795,-121.333703,1131,1196
Southern University Law Center,Baton Rouge,LA,70813,30.523898,-91.194417,NULL,988
Franklin W Olin College of Engineering,Needham,MA,02492-1200,42.293527,-71.263378,1522,1522
Ottawa University-Jeffersonville,Jeffersonville,IN,47130,38.327179,-85.71137,NULL,1027
DigiPen Institute of Technology,Redmond,WA,98052,47.68871,-122.150603,1274,1274
Flagler College-Tallahassee,Tallahassee,FL,32304,30.443866,-84.339,NULL,1093
University of California-Merced,Merced,CA,95343-5603,37.366237,-120.424944,1114,1114
Central Methodist University-College of Graduate and Extended Studies,Fayette,MO,65248-1198,39.150497,-92.685253,NULL,1121
Ave Maria University,Ave Maria,FL,34142-9505,26.335983,-81.438945,1142,1142
Doane University-Graduate and Professional Studies,Lincoln,NE,68504,40.815541,-96.650758,NULL,1125
Shorter University-College of Adult & Professional Programs,Rome,GA,30165,34.257543,-85.196529,NULL,1017
University of South Florida-St Petersburg,St. Petersburg,FL,33701-9807,27.763872,-82.636136,1165,1234
Arizona State University-Downtown Phoenix,Phoenix,AZ,85004,33.452914,-112.07347,1165,1219
Visible Music College,Memphis,TN,38103,35.144586,-90.049381,984,984
Averett University-Non-Traditional Programs,Danville,VA,24541,36.577287,-79.413203,NULL,959
Brite Divinity School,Fort Worth,TX,76129,32.710145,-97.359137,NULL,1285
LIU Riverhead,Riverhead,NY,11901-3499,40.876143,-72.6991,NULL,1141
University of South Florida-Sarasota-Manatee,Sarasota,FL,34243-2049,27.39158,-82.562725,1177,1234
The King's College,New York,NY,10004,40.706677,-74.012342,1246,1246
Ottawa University-Online,Ottawa,KS,66067,38.602351,-95.264165,NULL,1027
University of Minnesota-Rochester,Rochester,MN,55904,44.022339,-92.463471,1186,1344
Compass College of Cinematic Arts,Grand Rapids,MI,49503,42.961875,-85.667065,1051,1051
Texas A&M University-San Antonio,San Antonio,TX,78224,29.304762,-98.52417,981,981
John Paul the Great Catholic University,Escondido,CA,92025,33.12085,-117.082401,1126,1126
University of Connecticut-Hartford Campus,Hartford,CT,6103,41.762673,-72.672175,1101,1249
Los Angeles Pacific University,San Dimas,CA,91773-1741,34.110723,-117.827484,NULL,1131
Whitworth University-Adult Degree Programs,Spokane,WA,99251,47.751642,-117.411568,NULL,1217
Springfield College-School of Professional and Continuing Studies,Springfield,MA,1109,42.1022,-72.556647,NULL,1148
Pennsylvania State University-World Campus,University Park,PA,16802-1503,40.832783,-77.841594,1106,1189
Elizabethtown College School of Continuing and Professional Studies,Elizabethtown,PA,17022-2298,40.149236,-76.593224,NULL,1181
Florida Institute of Technology-Online,Melbourne,FL,32901-6975,28.065754,-80.624378,NULL,1243
Augusta University,Augusta,GA,30912,33.47037,-81.989071,1006,1006
Middle Georgia State University,Macon,GA,31206,32.808092,-83.732058,954,954
University of North Georgia,Dahlonega,GA,30597,34.530219,-83.985694,1058,1058
